Customer Review,Emotion
pengiriman panjang,Anger
"bagus, tidak pernah mengecewakan, kemasan sangat aman, kemasan baru sekarang",Love
"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks",Happy
"Love it, product bagus. Worth it. Thank you????",Love
Barangnya original ??. Ada garansi resmi. Kemasan disegel. Spesifikasi sesuai . Barangnya mulus. Kelengkapan sesuai. Warna sesuai pesanan. Berfungsi dengan baik. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,Happy
Beli 3 dikirim 2 doang. Balikin duit gw penipu!,Anger
"sorry cuma kasih bintang 3, sebetulnya mau bintang 2 tp aku tambah 1 krn respon adminnya yg ramah sm cepat. Sengaja beli di official shop berharap cepat karena mau buat kado temen, tp malah bikin kecewa karena salah kirim novel jadi retur makan proses jd gagal buat kado,Yah i know maybe human error cuma aku cm pesen satu dan salah :') semoga lebih teliti lagi kedepannya yamin",Sadness
"Pantulan bagus, lumayan lah",Happy
"sangat amat buruk, mereka yg blg exp nya 2023 tapi yang datang malah 2022 bulan 4, sekelas Unilever begini toh ternyata. mereka suruh refund kalau barangnya udh sampe baru ongkir nya di ganti, apakah kalian bisa ganti waktu yg kebuang untuk nunggu paket itu? packingnya lagi, anter nya lagi, g kerjaan. ya semoga Unilever yg amat besar ini sadar diri akan kesalahan nya dan kelalaiannya. dan tolong jangan menyusahkan pembeli, saya beli bukan gratisan ??",Anger
"Jahitannya dekat, modelnya cantik, nyaman dipakai, bahannya adem dan tidak tembus pandang",Love
Barang hilang sampai kurir menerima pengembalian dana,Fear
"Stok vitamin wajib di luar campuran.Demi menjaga kesehatan, saya sempat khawatir karena packingnya hanya bubble wrap tanpa air pouch, tapi saat saya unbox, alhamdulillah semuanya aman, sampai SMP aman, terima kasih banyak seller.",Love
"Sepatu jelek, bukan kulit, kelebihan ongkos kirim tidak dikembalikan",Anger
suaranya tetep ae kecil ??,Fear
bagus banget,Love
penipu.. tidak jujur.. keciwa.. semoga tidak ada berkahnya..,Anger
"Kirim ke luar daerah, tidak pakai kurir Anteraja, bisa sampai ke pelosok, tidak sampai karena tidak mempunyai cabang di daerah kecil.",Fear
Pohonnya masih segar.Ada banyak bonus.Terima kasih telah membeli di sini dua kali,Love
Bagus?sesuatu ekspektasi ???? recommended seller,Love
Kainnya sangat tipis.Kalau untuk acara formal mending cari yang lain.Ada harga dan ada kualitas,Fear
"deskripsi dan gambar warnanya hitam tapi barang yang datang warna biru tidak sesuai dengan komplain jawabannya hanya terima kasih saja, tidak ada niat jualan bos, nama salesnya yang utamakan kepuasan pelanggan.Jika Anda mengeluh, jangan berpura-pura tidak tahu.",Anger
Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,Sadness
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",Happy
"pengiriman lumayan cepetttt. proses agak lama, paking bagusss pake dus. harga pas lg promooo, respon cepettt.Aplikator mudah dipakai. Desainnya mewah.",Happy
"PENIPUAN! Barang yg dikirim HVS F4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. Hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. Thx",Fear
BOHONG gak dapat Hadiah kapok beli d sini ??????????????,Anger
"The best pokoknya, harga boleh murah tapi kualitas tetap nomor satu ????",Love
Ga teliti membaca requestku minta nya LEMON knp yg dikirim summer linen??,Anger
"beli 2 dus berisi total 20 pie, ada 5 pie yang sudah berjamur padahal kemasan langsung dibuka setelah diantar kurir dan masa kadaluarsanya masih lebih dari 1 bulan.Coba periksa ulasannya.Banyak pembeli juga mengalami masalah pai berjamur.Kontrol kualitas pai susu sangat buruk.Sayang sekali reputasi toko ini juga rusak karena produk yang reputasinya tidak dijaga oleh pemilik produk.Maaf kawan.Penjual ini mempunyai review yang jujur, mungkin bisa disampaikan kepada produsen produk untuk meningkatkan kontrol kualitas produk.",Fear
BELANJA BERTURUT TURUT 2HR.. SELLER TIDAK RAMAH.. TRAKHIR KALI BLANJA DI SINI.. NOT RECOMMENT,Anger
Pengiriman sangat lama melebihi estimasi yang tertera,Fear
pesan 3 produk xxxl ukuran simpai dada 52 cm yg tiba 43 44 maka 45 cm jauh pemilik ukurannya cuma kepake buat lap motor aja ini mah,Anger
"baru dipakai dua kali, rusak, saya kembalikan ke toko, saya minta segera diperbaiki dan dikirim hari ini, orangnya langsung telpon ke rumah dan tidak direspon.",Fear
bahannya terlalu tipis,Sadness
barang mantapppp original robot. harga juga lumayannnn okeee,Happy
"sayang banget tidak bisa ditukar,, resleting rusak,, Negative quality,, maaf saya kecewa..",Sadness
"Judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. Ini blm pasti dpt right light ya, hati2 kl beli",Fear
"Bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman.",Fear
"Katanya fit to L tapi ternyata fit to M, gambar tidak sesuai di foto",Anger
ampun tp sablonnya bener2 ga layak,Anger
slalu OK belanja disini,Happy
"pembelian pertama, pelayanan terburuk. respon lama, kirim lama",Anger
perihal buku krg cantik dan ada halaman tdk bs terbaca tanggapan penjual yg seenak jidatnya,Anger
"Pie susunya sudah berjamur padahal baru disimpan kurang lebih seminggu dan masa kadaluwarsanya masih sebulan, biasanya kalau beli di Bali tidak seperti itu, biar teman-teman yang beli pie susunya sadar, sedih dan suka, tapi pas mau dimakan, ternyata cetakannya harus dibuang.Saya juga sempat ngobrol dengan penjualnya, katanya karena tidak dimasukkan ke dalam kulkas, namun saat saya beli di Bali, dia tidak dimasukkan ke dalam kulkas, sekedar FYI bagi teman-teman yang ingin membelinya.",Fear
baik,Happy
"barang yang dikirim tidak sesuai promosi, sangat mengecewakan",Anger
Lucu tasnya murah sesuai harga sih kualitasnya.. pas juga dianak saya,Love
"Rumit untuk digunakan, tidak disarankan untuk membeli",Fear
baru sekali pake pas dicuci robek ??,Sadness
mantap??,Love
"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.",Fear
tipis kecil,Sadness
lubang nya jelek bgt,Anger
baunya sangat enak,Love
barang sangat jelek .. tipis.. kaku .. tidak elastis .. tidak sesuai dengan harganya .. saya sangat kecewa berat .. jangan sampai beli ini disini lagi ..,Sadness
Barang yang penyok tidak dapat diganti karena tidak ada catatan unboxing,Fear
"Apakah buku tersebut asli atau tidak?Kualitas kertasnya kok jelek, warnanya gak ada, lalu ucapan terima kasih, kalau kertasnya kecil-kecil, terpisah-pisah, tidak dijilid jadi satu, pengiriman oke, cepat banget, respon penjual cepat, cuma kecewa dengan kualitas barang, dan dengan harga segitu, kualitasnya jelek.",Fear
Pengiriman cepat. Pesanan sesuai. Gak ada cacat. Packing aman ????,Happy
"unreliable. walau dptnya flash sale 69rb, tetep gak worth. cuma sekedar charge yg ringan? saja mgkn ok ??",Fear
"Kameranya berfungsi, untuk kualitas gambar tentunya sesuai harga ya, seperti kamera anak sejenis. Sayangnya kabelnya kotor sekali, seperti bekas, sudah coba dibersihkan juga tidak bisa.",Happy
Tidak sesuai dengan foto,Sadness
"Kalau untuk kualitas ternyata sama dengan merk cina lainnya 1080p, harga 300rb bahkan lebih bagus dari merk lain 600rb, lalu pengiriman sangat lambat dari toko resminya, pesan tanggal 27 s/d 1, jadi saya tidak sempat pakai di zoom meeting dan harus pakai hp.Saya cukup kecewa dengan produk dan layanan Logitech.Untuk keyboard dan mouse beberapa model cukup bagus, namun saya enggan beli disini karena barang hanya akan dibeli disini. Proses memakan waktu beberapa jam sebelum pembatalan padahal order di hari kerja",Sadness
"kecewa order disini beli produk kenmaster tapi yg dikirim label yang berbeda dengan foto di etalase produk, bulu tipis dan ternyata gagang tidak bisa diperpanjang pula",Sadness
"barang bagus cm ternyata kecil gk seperti yg di bayangin, tp anak q suka, cm yg kecewa kabel chargernya gk ada",Love
"ternyata banyak yg kena tipu.. judulnya ada machine ternyata mesin otot tangan sendiri.. bs retur gak yah ini? useless lah kl kyk gini.. kl bs retur, chat saya dan akan saya ubah bintang nya!!",Anger
suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri Proses pesanan cepat. Packaging aman. Packaging rapi.,Happy
"Kertas nya jelek , tinta cetakan ada yang hampir tidak jelas di baca",Anger
"tidak ada lapisan pelindung sama sekali, entah itu plastik ataupun wraping. dus yg diterima dalam keadaan penyok, ember banyak lecet. pengiriman sangat lama dari hari minggu sampe nya hari Rabu, padahal masih sama Jakarta. padahal beli nya di toko official resmi. lebih bagus beli di toko yg biasa. sebelumnya saya beli ditoko yg biasa buat hadiah 1 hari sampe, harga lebih murah packing bagus. ini toko resmi malah hancur, mana buat hadiah lagi. tutup aja tokonya...????????",Anger
Bagus? ???? bahannya enak,Happy
baaaaaaggggggggguuuuuuuuuuuuuuussssssssssssssssss,Love
"awal dikirim brg sih packing rapih ya, tp ada bocel sm kaki tripod karetnya ada yg ilang. trs saya balikim barangnya (saya kasih bubble wrap buat balikin). tp seller kirim brg barunya sama sekali ga pake bubble wrap, alhasil banyak lecet + penyok2, dibilang dr seller ktnya hrs xtra bubble wrap???. tau gt saya balikinnya gausa make bubble wrap",Anger
"bahan bagus agak tebal spertinya ga cepet longgar, halus, breathable, panjang. Pengiriman super cepat, penjual sangat komunikatif. smoga barang awet, puas belanja di toko ini. thanks",Happy
sangat kecewa,Sadness
jauh dari expektasi bahannya kucel,Fear
"Aduh kualitasnya jelek, respon konfirmasi pesanan butuh waktu 2 hari sampai barangnya sampai, baru dipakai 2 jam ternyata kosong kalau soal vagina, kecewa banget, terus bahannya juga tipis alias tipis, dan pengait di perut juga mudah dilepas, sudah kapok beli produk Mamas Choice.",Anger
"Packing rapih, cepat dan produk sesuai deskripsi. Recommended seller ??",Happy
"Barang oke, pengiriman cepat, recomended seller",Love
kecewa parah,Sadness
semuanya mengecewakan,Sadness
respon cepat sangat memuaskan,Love
pelayanan kurang cepat dan ramah,Fear
"Lehernya patah, seller nya ga bisa ganti rugi. Gatau di cek dulu apa ngga sebelum di kirim",Fear
"Drivernya bodoh, bukan tokonya, barangnya oke, pintar, namanya keren, puas dengan komentarnya, kamu satu-satunya bintang untuk driver itu",Anger
"barang nya sesuai deskripsi dan foto, bener2 bersih saat di coba, dpat bebas ongkir jga dan cpat smpai, terimakasih tokopedia dan seller",Happy
"Biasa aja, toko tak mau terima pembatalan! Hati2 order disini",Fear
suka banget sama original source yang mint,Love
"Yang dikirim rusak, ajukan komplain tapi kurang jelas",Anger
"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",Love
mantab pakcing super rapi dan aman...jos lah om...????????,Love
barang dikirim tidak sesuai jumlah pesanan,Sadness
tambahkan sedikit klw untuk bubble warp agar bagian dalamnya juga terbungkus jika ada orderan barang dibungkus bersamaan dengan lampan yang mudah rusak terima kasih,Fear
pianika awalnya 1 tuts nada ga bunyi.. lalu suaranya kecil dan hilang...di chat no respon padahal lagi online ...,Fear
baru dipakai 1 bulan sudah rusak,Sadness
"Lucu banget, pengirimannya cepat, sellernya responsive banget, pagi-pagi udah ngobrol dan juga dibalas soalnya lihat ini malem-malam, kukira bakal dibalas agak siang, tapi paginya dijawab, informatif banget lho, kalau dioles minyak agak berkabut, kukira bakal lebih berkabut dari ini, tapi ternyata kabutnya kayak di foto, seneng sama lampunya, kalau gelap juga terang, makasihkamu.",Love
"baunya sedikit sevenarnya segar, tapi lebih kuat dibanding disinfektan lainnya. Jadi lebih awet tapi ga kuat di hidung",Happy
Enak dipakai ?. Jahitannya rapi.,Happy
"Hand sanitizernya enak banget, wanginya enak, bikin tangan jadi lembut setelah dipakai, semoga kalau kulit sensitif gak sakit-sakitan",Love
lucu bgt warnanya. recommended harga murah tapi ngga murahan. next bakal order lagi,Love
"pihak toko lama dalam mengirim barang,warna barang tidak sesuai",Sadness
"beberapa hari yang lalu saya pesan 4 baut salmon tapi yang dikirim hanya 1 baut salmon dan 3 yang tuna.Beda harga 600 rupiah, namun tidak menjadi masalah, selisih 600 rupiah hanya sekedar kewajiban untuk mengantarkan barang sesuai dengan yang dibeli konsumen agar konsumen tidak dirugikan.Saya berjanji akan mengirimkan salmon yang dipesan kali ini tetapi tetap mengirimkan tuna.Kalau barangnya kosong sebaiknya konfirmasi jangan asal kirim ya terima kasih semoga konsumen lain tidak mengalami kejadian seperti ini.",Fear
"Kecewa, hadiahnya tdk dtg sesuai info dan tdk dikbrin jg tdk ada ??",Sadness
mantaaprekomendasi banget murah tak murahan dan enak rasanya,Love
Warna yg dipilih kuning knp dikasih yg hijau?,Anger
ganti mengunakan sirclo packing susu hancur semuapayah 4 kotak rusak semua .,Sadness
"Pengiriman cepat, packing oke, seller ramah, recomended, udah berkali-kali beli disini, kualitas juga oke, mantap, bakalan aku tingkatkan lagi",Love
"sdh order ke 3, harga murah, pengemasan super aman, tidak pernah ada yg rusak sy terima",Love
"Penjual buruk, tidak disarankan, lebih baik tidak berbelanja di sini",Fear
"tidak sesuai gambar, ada cacat jerseynya sablonya berantakan. ukuran juga tidak sesuai yg dipesan. kayaknya toko asal kirim barang saja",Anger
"Pemasangan mudah, pengiriman cepat, fast respon, thanks seller, semoga awet amin, sukses selalu seller tokopedia",Love
"Cairan ini ga cocok untuk Xiaomi f600, hancur diffuser nya??, rupanya cairan ini mengandung oil yg buat korosi material f600 dan garansi diffuser nya pun jd void, parah ah",Sadness
"Puas banget, murah tapi gak murahan, gradasi warna elegan melebihi ekspektasi saya",Love
"Minta Black dikirim Transparent Black kecewa banget gasuka warnanya, lain kali e-commercenya teliti dalam menanggapi costumer",Sadness
barang lama yang tidak sesuai timeline,Fear
kurang sesuai ekspetasi,Sadness
"Hadiah Tempat Minum Lipatnya Mana? Qoq Tidak Ada!!! ???????????????????????????????????????????????????? Memang Ada Tulisan: Selama Persediaan Masih Ada, Tapi Kalau Hadiahnya sudah tidak ada Jangan ditampilkan lagi! itu namanya Pembohongan. Sudah Harganya tidak sesuai!!! Hadiahnya tidak ada lagi!!!",Anger
BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,Fear
Barang sudah diterima dengan baik dan response seller cepat. Thanks ya gan. ????,Happy
Barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.,Fear
"barang tidak sesuai pesanan, kalau tidak punya barangnya jangan dibalas, yang lain sangat kecewa",Sadness
"Salah kirim warna, saya minta pink, biru, hitam, yang dikirim, merah, hijau, hitam, lampu LED tidak berfungsi",Anger
tidak menerawang mudah dibentuk jahitan rapi bahannya adem nyaman dipakai modelnya geulis warnanya gemar,Love
barang sampai dengan aman,Happy
"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya.",Fear
"Saya hanya sedikit kecewa karena produk tidak sesuai dengan deskripsi yang tertulis, bahan alumunium yang diterima adalah bahan plastik.Semua orang tertarik membelinya karena di deskripsinya tertulis alumunium",Sadness
"Kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",Anger
"nyesel beli , kagak terang",Fear
"Buku ori, pengiriman cepat dan aman pakai bubble wrap",Happy
"barang yang dikirim tidak lengkap, tidak ada dudukan hp, jadi hp tidak bisa dipasang, chat tapi respon lambat, seolah sengaja mempersingkat durasi waktu penyelesaian otomatis",Fear
layanannya sangat buruk,Anger
Produk sesuai deskripsi penjual. Penjual komunikatif dan cekatan. Semoga tidak ada kendala saat pemakaian. Thanks seller!,Happy
"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",Happy
"Bagus dan murah harganya. Oke buat sekali pakai, worthed",Happy
admin ga niat kerja.. komplain tidak selesai.. sudah minta bintang.. ya sudah kasih bintang 1. kasihan bosnya punya karyawan yg tidak ada empati sama komplain (tidak pernah update perkembangan komplain),Sadness
quality barang jelek baut otonom terus,Anger
cukup ok,Happy
box nya rusak padahal pesenan orang & buat kado. Mengecewakan,Sadness
"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem",Love
"Katanya dapat hadiah tapi bohong, tidak dapat apa-apa, bonus tidak datang",Anger
"tidak sesuai dengan gambar promosi.Misal di gambar promosi ada 3 warna yang berbeda, lalu ketika barang sudah sampai, kok ketiganya sama warnanya?",Fear
Produk bgs packing bgs pengiriman cpt,Happy
"Boxnya hancur, padahal dibeli oleh customer sebagai oleh-oleh, mengecewakan karena packingnya hanya menggunakan plastik tipis dari toko besar tapi tidak menggunakan bubble wrap",Anger
"Katanya bubble tapi tidak ada bubble, untung tidak pecah.Saya mau komplain harus bayar 2 ribu",Fear
barang nya rabak dan penyok2 dekat chat ke penjualnya lebih-lebih bilang alamiah karna produksi masal trus tulisannya pake capslock semata minus bilang ampun krna produksi masal ini malah cak kelewatan capslock kan sebelum di kirim pantas nya di cek dulu mana posisinya kebalik yg putaran dalam diluar ngebaliknya kan susah kaku,Anger
Produk Sesuai. Produk Berfungsi Dengan Baik.,Happy
"Kecewa robotnya lambat, ini yang saya tidak belanja lagi disini",Fear
"Bagus, packing rapi, cepat sampai, terima kasih seller, sukses selalu",Love
"kualitas rendah, harga tidak berbohong",Anger
Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,Anger
jahitan rapi modelnya mentereng warnanya cantik terimakasih kk,Love
"Toko tidak mengirim2kan barang smpai gagal pickup 3x entah apa yg membuat kendala toko, admin toko sangat tidak profesional, entah mmg pada gak bener saya jg tdk tahu, yang jelas semua berbelit2 dan gak jelas, pesan hari minggu dikirim hari Rabu , ini toko official store tapi sepertinya perlu dipertimbangkan lagi krna pelayanan sangat tidak baik. Sepertinya para pekerjanya yg gk bener, bungkus juga cm kardus doang tanpa dilapis apapun .",Fear
jir sehari pake udah rusak :( quality control dong yg bener ahelah,Anger
Kualitas produk bagus ??. Jahitan rapi. Potongannya rapi. Desainnya cantik ??.,Happy
"Penjualnya adalah broker yang menjual barang orang lain di chat yang kurang jelas, hati-hati",Fear
"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",Love
"Proses pengiriman lama, bahan tipis",Fear
"Barang Bagus, pengemasan Aman, dapat Berfungsi dengan Baik",Happy
"sedikit kecewa pesanan pembayarannya 2 tapi yang terkirim hanya 1, seharusnya ownernya lebih hati-hati, padahal saya minta warna biru, tapi pembayarannya 2 internal, baru dikirim 2 warna hitam dan minta kwitansi saya, saya sudah membuang kwitansi kecilnya ya.",Sadness
"Produk yang diterima lengkap. Lampunya terang. Pas di kepala. gak sempet foto, barang bagus, proses cepat.... Penjual respon nya melambay... Terima kasih",Love
tidak ada pengaruh,Sadness
Tdk dpt hadiah,Sadness
"Barang yang dikirim beda dengan di gambar, yang dikirim merek TUMPAH (gk jelas). Ditanya dapat kuas malah jawab yang lain. Hati2 tukang tipu. Gk niat jualan.",Fear
"Salah ukuran, minta XL, dikirim S",Fear
"sudah jelas di foto 1 botol pecah,,, masa barang pecah harus tetap di kirim ke toko nya,,, kalau tidak di kirim tidak akan di ganti barang atau kembali kan uang,,,",Anger
"Puas sekali, rekomendasi banget beli disini",Love
"kualitas sisirnya sangat bagus, tombolnya mudah ditekan sehingga bulunya mudah rontok, kucing saya sangat suka setiap kali disisir sampai rem total",Love
Warnanya lucu ??. barang sesuai dan cepat sampai,Happy
Packing ok di dalem di kasih bubble wrap. Buku juga ok isinya gk ada yg cacat cuman syang pinggiran buku nya sedikit rusak. Overal cukup puas beli di sini. Tunggu orderan sya selanjutnya,Happy
Untuk toko berstatus OFFICIAL STORE toko ini tidak profesional... saya chatt ketersediaan barang tanggal 10 desember jam 2 pagi dan di jawab oleh admin barang ready jam 8 pagi. seketika saya Toko anda tidak akan melayani buyer yang memberi rating jelek sementara toko anda sendiri tidak proferional...order... ternyata sampai sore barang tidak di kirim dan baru tanggal 11 desember jam 10 siang di info kalau barang kosong.. order saya baru di kirim tanggal 12 desember.. anda menyarankan order packing tambahan demi keamanan saat pengiriman dan itu sudah saya penuhi... padhal di toko lain tanpa ada biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya lebih murah... sebagai buyer saya cukup sekali ini saja transaksi di toko ini... terima kasih....,Fear
"seller sih ok, pengiriman cepat. barang import, mungkin waktu cek produksi kurang teliti. kepala sapu sering lepas karena tidak bisa terkait sempurna. mau saya coba lem nanti..",Fear
"bahan bagus , hanya di bagian jahitan mudah lepas",Happy
barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 SD gitu. hehehe,Love
"Barang sesuai deskripsi, direkomendasikan produk berkualitas tinggi, penjual, kemasan oke",Love
barang sesuai diskripsi... kulit muka jd bersih lembut d halus... rekomen bwt cowok mantabs,Love
"Tabung gratisnya tidak dikirim, saya kecewa, malas beli di sini",Fear
"pengiriman lambat sampai saat ini dana saya belum dikembalikan, seharusnya penjual memberitahu saya jika barang tidak ada atau uang sudah dikembalikan sampai saat ini belum ada tindakan.",Anger
Enak kalau dimasukkan utuh dan babblewrap dan harganya juga murah,Love
"Review jujur ya, Port untuk kontroler player 1 nya nggak berfungsi, sudah coba tanya ke seller but No respon. Sudah coba Reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi. Thanks",Sadness
baru saja dibuka dan sobek,Fear
"Tidak bagus, tidak peduli seberapa kuat lemnya",Anger
Mikrofonnya tidak menyala sejak awal,Sadness
"Packing rapi dan memuaskan, mantabh",Love
barang sesuai pengiriman deras recommended,Love
"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap",Sadness
"pelayanan mantap...langsung kirim dan sampainya cepet banget,packingnya juga ok banget??????",Love
"isi buku sangat berkualitas. buku diterima baik walaupun packaging hanya dibungkus bubble wrap. beruntung tidak basah kehujanan, packaging perlu ditingkatkan keamanannya.",Happy
ga berfungsi dengan baik,Sadness
"Barang original, pengemasangan sangat baik dan sangat cepat, seller sangat fast respon",Love
Alat mudah digunakan Barang sesuai deskripsi Packaging aman dan bagus pokoknya rekomend,Love
barang dibilang ready. ga taunya ga dikirim..maen refund aja.,Anger
sepatu nya BUKAN KULIT...... !,Anger
"barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal",Anger
"Saya sudah berkecimpung dalam bisnis jadi saya tidak ingin menjelek-jelekkan bisnis seseorang.Saya toleransi saat pertama kali beli colokan rusak, saya kira kurirnya, tapi transaksi kedua ini 2 dari 3 lampu hanya menyala setengahnya, gimana admin salesnya tidak cek dulu sebelum paket dikirim, jujur ??saja saya kecewa.Saya beli barangnya, mungkin murah, tapi bukan yang rusak.Itu terakhir kali saya berbelanja di toko ini.",Anger
Tebal berkualitas ??. Jaketnya stylish. Keren modelnya.,Happy
"all Positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Happy
cepat........harga oke...sesuai pesanan.,Happy
responnya sangat sangat sangat lambat,Anger
barangnya tidak mengecewakan sama sekali,Sadness
"mantap dettol. packaging super aman, pakai air bag. prosesnya cepat. wanginya enak",Happy
"Tulisannya 64gb tapi isinya cuma 8gb,,, disuruh di cek... kagak di cek,, cape dweh..",Fear
"Udh bertahun2 belanja di tokped ga pernah ketemu seller model gini, di chat dr awal sama sekali ga bales, ampe nyanyi 2 album saya di chat wakaka, mesen hari kamis jam 11, sampenya selasa malem. Butuh urgent bgt pdhl. Kapok dah bener2 worst seller.",Anger
Udah Tertulis +Buble Tp Gak Ada Bublenya...untung G pecah...mau komplain nanggung uang 2rb,Fear
pelayanan buruk tidak ada respon warna baju tdk sesuai di wa dan chat via toped gg ada respon beda jauh sama yg saya punya yg beli d toko ini,Sadness
barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,Sadness
mantep om,Love
barang bagus sesuai gambar tapi gaberwarna,Happy
"ukurannya pas untuk anak saya, bahannya bagus, anak saya suka, terima kasih",Love
"real pict, pengiriman cepat, pengemasan rapi . worth it lah hrga segitu. pasti next order",Love
KECEWA,Sadness
"pesanan tidak sesuai, minta yang baru, dikasih warna pink untuk yang laki-laki, penjual tidak bisa membaca, sepertinya sangat mengecewakan, tidak bagus, sangat bagus, sangat standar",Anger
Barang tidak sesuai dengan pesanan yang dipesan imoo z7 yang dikirim merek Huangmi,Sadness
"Mengecewakan, tidak sesuai deskripsi, panjang ternyata 30cm di deskripsi, 38, 40cm, pesan 3 ps, panjang semua 30 cm, ajukan komplain, akhirnya rugi ongkos kirim, sial",Sadness
harta rusak,Anger
respon dan barang diproses cepat thx kyou recomended banget,Love
"Kecewa potongannya kurang rapi, ukurannya beda-beda, ada yang lebih besar dan lebih kecil, wtf dengan harga segitu seharusnya kualitasnya bagus, tidak layak, tidak sepadan, setipis kartu remi, kemasannya bagus, kemasannya oke, menarik, tapi yang penting isinya, paketnya 75k, wtf, itu tidak ikhlas",Sadness
korset paling mantap. gak gatal dan nutup perut sepenuhnya. ga lepas2 juga saat duduk,Happy
"Produk sesuai deskripsi??. Berfungsi dengan baik. dapet stiker jg,thx yaa",Happy
tulisannya tampak seperti salinan atau cetak ulang,Fear
"pesanan dah sampai, Barangnya original ??. Barangnya mulus. Warna sesuai pesanan. Proses pesanan cepat. Packaging rapi. Packaging aman ??. Bisa fast charging. kurir juga cepat, trims ya",Happy
tertulis dapat hibah taunya kibul loh g dapat apa2 bonusnya gk datang,Anger
"Ada sedikit cacat, selainnya oke",Happy
packing nya rapi. brg pesanan dlm keadaan baik,Happy
bahan tipis tidak sesuai motif garis seperti di foto minta warna pink dikirim pakai jubah merah dehmending foto diganti jangan tampilkan foto yang tidak sesuai brg ready Saya pesan 2 polos 1 strip 2 seharga 14 ribu 1 seharga 19 ribu CB cek dulu dan minta warna pink,Sadness
wax apaan ini bau gula merah bentuk encer dan manis bikin rekat satu jawatan kuasa dna tidak becus  kering kagak bfungsi sesuai deskripsi komplain di diemin bunag2 duit aja,Anger
mantap dapet harga yg miring. pengiriman sehari kemudian lgsg sampee! packing aman dan rapih. expired juga masih 2023. makasihhh,Happy
"baru terima paketnya tadi siang, beli mukena disini di iklannya tidak tertulis tasnya tidak ada, saat saya komplain kenapa mukenanya kusut, malah responnya sudah dicuci dan disetrika masih ada yang kusut?Lelucon itu membuat penjualnya kesal.",Sadness
bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,Happy
box nya gak di rakit,Sadness
"penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********",Anger
