Customer Review,Emotion,text_clean
kardusnya penyot packingnya kurang aman lanjut katanya dpat gratis 10pc masker padahl gak terdapat,Anger,kardusnya penyot packingnya kurang aman lanjut katanya dpat gratis 10pc masker padahl gak terdapat
tiba2 selesai padahal gak ada barang yang terbit (perasaan) sama sekali penipu begitulah,Anger,tiba2 selesai padahal gak ada barang yang terbit (perasaan) sama sekali penipu begitulah
tko prei  ga ad pmbritahuannya pdhl aq psn sblm tgl merahchat dibls cm stu kta slma 1x24 jamhmpir sja kulaporin ke fokus asistensi,Anger,tko prei  ga ad pmbritahuannya pdhl aq psn sblm tgl merahchat dibls cm stu kta slma 1x24 jamhmpir sja kulaporin ke fokus asistensi
saya memesan 2 sepatu nan selevel dengan skala bertentangan nan dikirim adalah sepatu no 42 dan 41 penyajian klaim merupakan penukaran namun malahan yang diterima uang ini benarbenar merugikan pelanggan sungguhpun saya bersua order kembali namun ada biaya ongkir yang harus ditanggung kualitas sepatu no 42 pun tidak tertinggi daerah tongue jahitannya loncat pengalaman ini benarbenar mengecewakan,Anger,saya memesan 2 sepatu nan selevel dengan skala bertentangan nan dikirim adalah sepatu no 42 dan 41 penyajian klaim merupakan penukaran namun malahan yang diterima uang ini benarbenar merugikan pelanggan sungguhpun saya bersua order kembali namun ada biaya ongkir yang harus ditanggung kualitas sepatu no 42 pun tidak tertinggi daerah tongue jahitannya loncat pengalaman ini benarbenar mengecewakan
sampah bgt minta jangan di beli produk se kotoran ini,Anger,sampah bgt minta jangan di beli produk se kotoran ini
sendinya ga tersendat-sendat sama sekali lossssss ga larat buat jadi stand meyesell banget,Anger,sendinya ga tersendat-sendat sama sekali lossssss ga larat buat jadi stand meyesell banget
jelek banget gak bisa di pakai ini mah maskernya berbulu sanggup dilihat fotograf tsb,Anger,jelek banget gak bisa di pakai ini mah maskernya berbulu sanggup dilihat fotograf tsb
busa doank tidak aku rekomendasikan,Anger,busa doank tidak aku rekomendasikan
pihak ekspedisi antaraja berat lama sekali,Anger,pihak ekspedisi antaraja berat lama sekali
pesan 3 nan sampai 2 mudah-mudahan berkah deh yg curangin,Anger,pesan 3 nan sampai 2 mudah-mudahan berkah deh yg curangin
minta warna ki murni dikasih hijau seller banyak alasan babibu,Anger,minta warna ki murni dikasih hijau seller banyak alasan babibu
roll diambil 14 nampak dari potongan sudah mencong mencong jualan nan benar jangan saja ingin untungnya belaka,Anger,roll diambil 14 nampak dari potongan sudah mencong mencong jualan nan benar jangan saja ingin untungnya belaka
jelek bgt bikin putus,Anger,jelek bgt bikin putus
pengangkutan lambat sampe sekarang pemberian kita  belum dikembalikan harusnya penjual info kalo barang tdk ada atau arta dikembalikan samoe skr ga diaksi parah,Anger,pengangkutan lambat sampe sekarang pemberian kita  belum dikembalikan harusnya penjual info kalo barang tdk ada atau arta dikembalikan samoe skr ga diaksi parah
toko ini kurang ajar kasih barang kurang jamak alasan,Anger,toko ini kurang ajar kasih barang kurang jamak alasan
pesen mesum dikirim putihparah mau direturn ngga terkejar soalnya kurang lebih tsb buat kado ultah hr ini oleh patik pake same day padahal sdh sy ingatkan loh sokong dicheck dulu sebelum dikirim,Anger,pesen mesum dikirim putihparah mau direturn ngga terkejar soalnya kurang lebih tsb buat kado ultah hr ini oleh patik pake same day padahal sdh sy ingatkan loh sokong dicheck dulu sebelum dikirim
galat sinyal sudah saya mengantar chat bahwa menanyakan dicancel utk pesanan tsb krn sy tertular masukin sasaran menit berikutnya langsung saya pesan olak ke alamat yg betul bukannya dibaca dulu chatnya malah langsung diproses dua2nya dasar gak sanggup ifillll dan gak akan pesan pada toko ini lagi,Anger,galat sinyal sudah saya mengantar chat bahwa menanyakan dicancel utk pesanan tsb krn sy tertular masukin sasaran menit berikutnya langsung saya pesan olak ke alamat yg betul bukannya dibaca dulu chatnya malah langsung diproses dua2nya dasar gak sanggup ifillll dan gak akan pesan pada toko ini lagi
harta dibilang ready ga taunya ga dikirimmaen refund aja,Anger,harta dibilang ready ga taunya ga dikirimmaen refund aja
ga sesuai permintaanudh jelas2 dikasi pemberitahuan orderannya serta di chat kendati inget eehmalah barang yg berkunjung warna tdk sesuai beserta jumlah bermacam-macam yg diinginkan pengen cepet ngirim aja ini lapaknya klo ga n kepunyaan stok jgn di approve,Anger,ga sesuai permintaanudh jelas2 dikasi pemberitahuan orderannya serta di chat kendati inget eehmalah barang yg berkunjung warna tdk sesuai beserta jumlah bermacam-macam yg diinginkan pengen cepet ngirim aja ini lapaknya klo ga n kepunyaan stok jgn di approve
dapet nan berjamur gini padaha expnya masih lama bantu dong di perhatiin produknya,Anger,dapet nan berjamur gini padaha expnya masih lama bantu dong di perhatiin produknya
emang rasanya kaya rasan apa gimana kok gini amat kreatif bau tong sampah,Anger,emang rasanya kaya rasan apa gimana kok gini amat kreatif bau tong sampah
jelas2 udah pilih versi biru dan dalam catatan juga ditulis warna sensasional eeehh kok ya tanpa konfirmasi dikirim sifat putih setuju sudah lah males komplen,Anger,jelas2 udah pilih versi biru dan dalam catatan juga ditulis warna sensasional eeehh kok ya tanpa konfirmasi dikirim sifat putih setuju sudah lah males komplen
wanginya ga serasi harapan kaya bau ikan teri,Anger,wanginya ga serasi harapan kaya bau ikan teri
borong tgl 5 dikirim tgl 7 lelet mana free tampang gambar ga dikasih klo ga ada beberapa bro jgn diem aja udah beli 2 no free patut adv cak paling jgn belanja disini lg,Anger,borong tgl 5 dikirim tgl 7 lelet mana free tampang gambar ga dikasih klo ga ada beberapa bro jgn diem aja udah beli 2 no free patut adv cak paling jgn belanja disini lg
kemasan box kerdak,Anger,kemasan box kerdak
bahannya jelek terpangkal kecewaaaa aja,Anger,bahannya jelek terpangkal kecewaaaa aja
sementara itu udh atc bubble tapi gaada paraaaaah tolong perbaikin supaya pembeli puas,Anger,sementara itu udh atc bubble tapi gaada paraaaaah tolong perbaikin supaya pembeli puas
sangat terlampau sangat sangat slow respon,Anger,sangat terlampau sangat sangat slow respon
lama pengiriman atc di keadaan itu juga tpi gak di kirim2 beberpa hr dlu br dekat menyuplai,Anger,lama pengiriman atc di keadaan itu juga tpi gak di kirim2 beberpa hr dlu br dekat menyuplai
brg nya blm sampe dan blm diterima tp diaplikasi uda kelar  aja kan absurd,Anger,brg nya blm sampe dan blm diterima tp diaplikasi uda kelar  aja kan absurd
rescue from damage box ngga gendam jg nyampe gerogol boxnya penyok2,Anger,rescue from damage box ngga gendam jg nyampe gerogol boxnya penyok2
tokonya songgong brg kopok minta dibebanin ke pelanggan ngak mesti jd penjual kalo bubble dibebankan ke pembeli,Anger,tokonya songgong brg kopok minta dibebanin ke pelanggan ngak mesti jd penjual kalo bubble dibebankan ke pembeli
tertulis dapat hibah taunya kibul loh g dapat apa2 bonusnya gk datang,Anger,tertulis dapat hibah taunya kibul loh g dapat apa2 bonusnya gk datang
ampun tp sablonnya bener2 ga layak,Anger,ampun tp sablonnya bener2 ga layak
banyak punuk yg berjejas batre rusak tidak bisa di charge,Anger,banyak punuk yg berjejas batre rusak tidak bisa di charge
jasad yg dikirim ga ada remote nya ga lg upah disini toko kurang teliti,Anger,jasad yg dikirim ga ada remote nya ga lg upah disini toko kurang teliti
minta kasta putih yg dikirim bening ngasal bae sumber lo sowek,Anger,minta kasta putih yg dikirim bening ngasal bae sumber lo sowek
bagasi cacat,Anger,bagasi cacat
adminnya kebanyakan bac00t lamban bgt gigit jari banget dehhh,Anger,adminnya kebanyakan bac00t lamban bgt gigit jari banget dehhh
nipuini mah tak 90 yard wkwkwk kaco,Anger,nipuini mah tak 90 yard wkwkwk kaco
nga lengket setaraf sepatu perekat nya kayak nya lem ubu di repack,Anger,nga lengket setaraf sepatu perekat nya kayak nya lem ubu di repack
mainannya rusak gak becus  dipake,Anger,mainannya rusak gak becus  dipake
entah knp skrg proses orderannya lama kelewat,Anger,entah knp skrg proses orderannya lama kelewat
pengiriman periode padahal butuh urgent,Anger,pengiriman periode padahal butuh urgent
produk yang dikirimtombol suci buat setting besar mungil nya semprotan tidak bekerja bagaimanakatanya garansi 30hari,Anger,produk yang dikirimtombol suci buat setting besar mungil nya semprotan tidak bekerja bagaimanakatanya garansi 30hari
packaging sangat buruk sekali gan pecak dengan isolasi sebagian sudah terbuka seperti habis dibongkar,Anger,packaging sangat buruk sekali gan pecak dengan isolasi sebagian sudah terbuka seperti habis dibongkar
pengapalan dibungkus plastik bening doang,Anger,pengapalan dibungkus plastik bening doang
dikirim bor nya kurang satu lalu bukannya tinggal ngirim nan kurang hamba harus ngirim ulang 1 kotak buang2 ongkir sengaja dibikin repot,Anger,dikirim bor nya kurang satu lalu bukannya tinggal ngirim nan kurang hamba harus ngirim ulang 1 kotak buang2 ongkir sengaja dibikin repot
bocor kap tidak tertutup dengan rapat,Anger,bocor kap tidak tertutup dengan rapat
ga sesuai gambar d kirain kayu tau2 cuma kardus,Anger,ga sesuai gambar d kirain kayu tau2 cuma kardus
kotaknya jelek penyok bungkus seadanya cak cuma,Anger,kotaknya jelek penyok bungkus seadanya cak cuma
fasilitas pelnya bagus tp dr 2 barang yg ego pesan cm dikirim 1 item alat selabar aja jepitan jemurannya gak dikirim sementara itu di innvoicenya ditulis 2 items dan trnyt penjualnya lebih lagi vulgar yah pake ngancem kl ksh peruntungan 1 mrk tdk atas bantu ngecek ke bagian transportasi,Anger,fasilitas pelnya bagus tp dr 2 barang yg ego pesan cm dikirim 1 item alat selabar aja jepitan jemurannya gak dikirim sementara itu di innvoicenya ditulis 2 items dan trnyt penjualnya lebih lagi vulgar yah pake ngancem kl ksh peruntungan 1 mrk tdk atas bantu ngecek ke bagian transportasi
ancuuuurrrr bubukkkk remukkk tidak berbentukkkkkkkkkkkkkkkkkkllkl,Anger,ancuuuurrrr bubukkkk remukkk tidak berbentukkkkkkkkkkkkkkkkkkllkl
materi yg dikirim gak sesuai promosi mengecewakan sekali,Anger,materi yg dikirim gak sesuai promosi mengecewakan sekali
muatan ga mampu dipake lampunya ga nyala dan sensornya rusak,Anger,muatan ga mampu dipake lampunya ga nyala dan sensornya rusak
ga jelas ga ada instruksinya rakitnya ginana kiranya juga barangnya kacek sama yg kawula pesan,Anger,ga jelas ga ada instruksinya rakitnya ginana kiranya juga barangnya kacek sama yg kawula pesan
barang rusak kagak bisa umum charge sehinga tidak bisa dipakai respon pengecer sangat lambat saya kecewa sbgi pembeli,Anger,barang rusak kagak bisa umum charge sehinga tidak bisa dipakai respon pengecer sangat lambat saya kecewa sbgi pembeli
gerai tidak amanah diminta untuk dikirim kekurangannya yaitu karet baut dll akan dapra sticknya namun kena ghosting tidak ada kabar serta itikad cegak hingga saat ini terima kasih,Anger,gerai tidak amanah diminta untuk dikirim kekurangannya yaitu karet baut dll akan dapra sticknya namun kena ghosting tidak ada kabar serta itikad cegak hingga saat ini terima kasih
seller tidak bertanggung tanggapan,Anger,seller tidak bertanggung tanggapan
penjual sama sekali tdk memperhatikan catatan pembelimalahan menyalahkan konsumen,Anger,penjual sama sekali tdk memperhatikan catatan pembelimalahan menyalahkan konsumen
pecah gagang seller ga bersedia tanggung jawab sampe kesudahannya tokopedia yang memutuskan bisa direfund,Anger,pecah gagang seller ga bersedia tanggung jawab sampe kesudahannya tokopedia yang memutuskan bisa direfund
aroma nya mengganggu,Anger,aroma nya mengganggu
mendongkolkan,Anger,mendongkolkan
diterima dalam keadaan packing terekspos dan terlihat sudah tengkarap komplain tapi harus kembaliin perabot malah ribet pula jadi repot sendiri,Anger,diterima dalam keadaan packing terekspos dan terlihat sudah tengkarap komplain tapi harus kembaliin perabot malah ribet pula jadi repot sendiri
semua pesanan tiris sdh di gambar sama pengirimankacaujadi beli rugibarang sisa setengah,Anger,semua pesanan tiris sdh di gambar sama pengirimankacaujadi beli rugibarang sisa setengah
seller kagak responsive weling dan pengajuan likuidasi kacek 2 menit malah ditolak pengajuannya padahal udah chat pengen ganti tipe barang setaraf alamat pengiriman tapi gak diwaro payah,Anger,seller kagak responsive weling dan pengajuan likuidasi kacek 2 menit malah ditolak pengajuannya padahal udah chat pengen ganti tipe barang setaraf alamat pengiriman tapi gak diwaro payah
weling warna ki kucam dan abu tapi yg sampai warna salem dan abu kecewa karena penjual tidak konfirmasi sebelum dikirim,Anger,weling warna ki kucam dan abu tapi yg sampai warna salem dan abu kecewa karena penjual tidak konfirmasi sebelum dikirim
sudah soal bila expd nya katanya 102023 ternyata exp 2022 kesel aja uda bela2in beli disini yg jauh lebih mahal dr toko asing bagi dapet expd 2023,Anger,sudah soal bila expd nya katanya 102023 ternyata exp 2022 kesel aja uda bela2in beli disini yg jauh lebih mahal dr toko asing bagi dapet expd 2023
barang tidak dapat dalam operasikan sudah menghubungi customer service belom tampil response,Anger,barang tidak dapat dalam operasikan sudah menghubungi customer service belom tampil response
bahanya jelek harganya sdh langka,Anger,bahanya jelek harganya sdh langka
jamnya biasa aja saya tidak mengetahui kenapa sanggup harga awalnya sejutaan mungkin teknik marketingnya semacam itu,Anger,jamnya biasa aja saya tidak mengetahui kenapa sanggup harga awalnya sejutaan mungkin teknik marketingnya semacam itu
wax apaan ini bau gula merah bentuk encer dan manis bikin rekat satu jawatan kuasa dna tidak becus  kering kagak bfungsi sesuai deskripsi komplain di diemin bunag2 duit aja,Anger,wax apaan ini bau gula merah bentuk encer dan manis bikin rekat satu jawatan kuasa dna tidak becus  kering kagak bfungsi sesuai deskripsi komplain di diemin bunag2 duit aja
beli 2 ga ada yg enak jauh begitu sekelas kota hoedjan,Anger,beli 2 ga ada yg enak jauh begitu sekelas kota hoedjan
1 pesan abuabu yg dtg pink yakali papa pake pink 2 kalo mmg abu tepung habis ada loh karakteristik chat buat konfirmasi ke pembeli bersedia ganti warna atau tidak3 karton rusak barang lama dijual mudik 4 pengasong tidak meminta maaf p mengenai kelalaian yg dilakukan serta tidak mengagih solusi atas kelengahan yg terjadi 5 penjual prosesnya tua cak amat sangat beli jumat pagi diproses senin alasannya sabtu minggu prei  kayak pns ya 6 barangnya gak nyaman amat sakit kalo dipake terutama di unit panggul kesimpulannya not recommended seller at all,Anger,1 pesan abuabu yg dtg pink yakali papa pake pink 2 kalo mmg abu tepung habis ada loh karakteristik chat buat konfirmasi ke pembeli bersedia ganti warna atau tidak3 karton rusak barang lama dijual mudik 4 pengasong tidak meminta maaf p mengenai kelalaian yg dilakukan serta tidak mengagih solusi atas kelengahan yg terjadi 5 penjual prosesnya tua cak amat sangat beli jumat pagi diproses senin alasannya sabtu minggu prei  kayak pns ya 6 barangnya gak nyaman amat sakit kalo dipake terutama di unit panggul kesimpulannya not recommended seller at all
berlubang bolong ada minyak2nya gitu jelek,Anger,berlubang bolong ada minyak2nya gitu jelek
pengiriman cepet tapi qualitas barangnya jelek kekuatan lampu (senter) nya doang  bertekun 3040 menit klo dicas ada suara berdesis,Anger,pengiriman cepet tapi qualitas barangnya jelek kekuatan lampu (senter) nya doang  bertekun 3040 menit klo dicas ada suara berdesis
barang gak sanggup dipakai parah ini mah,Anger,barang gak sanggup dipakai parah ini mah
belum dicoba pengiriman a arkais,Anger,belum dicoba pengiriman a arkais
udah pada chat ditulis di deskripsi udah dikonfirmasi ulang sedang aja dikirim lapisan putih jelas jelas pesanan full black dan pengiriman lama banget bukan amanah,Anger,udah pada chat ditulis di deskripsi udah dikonfirmasi ulang sedang aja dikirim lapisan putih jelas jelas pesanan full black dan pengiriman lama banget bukan amanah
kardus celaka packing jelek,Anger,kardus celaka packing jelek
gaenak basi iuhhhh plis jangan bayar disiniaku gamau motong rezeki mu tapi ini sriusan basi aroma apek cuankinya mlempem bocinyaa baubumbunya fertil dah ga segerterus kemasannya kaya dah berdebugituu ahhhhh nyesell kalau amuh jualan yang harapan bukan gagar uangnya aja tapi gagar rasaaaa peringkat,Anger,gaenak basi iuhhhh plis jangan bayar disiniaku gamau motong rezeki mu tapi ini sriusan basi aroma apek cuankinya mlempem bocinyaa baubumbunya fertil dah ga segerterus kemasannya kaya dah berdebugituu ahhhhh nyesell kalau amuh jualan yang harapan bukan gagar uangnya aja tapi gagar rasaaaa peringkat
pegawai nya kurang pokok nih pengiriman kurang satu bukunya mengangkut lagi dengn kemegahan yang lain lagi,Anger,pegawai nya kurang pokok nih pengiriman kurang satu bukunya mengangkut lagi dengn kemegahan yang lain lagi
pengiriman lama pukul ok semoga awet,Anger,pengiriman lama pukul ok semoga awet
buku ecekecek,Anger,buku ecekecek
kirim porsi ga ngotak resolusi arbiter tokopedia useless,Anger,kirim porsi ga ngotak resolusi arbiter tokopedia useless
barangnya ancur cuman d bungkus plastik melalui harga segitu kaliber  warung official store tp barang d terima ancur mah tobat,Anger,barangnya ancur cuman d bungkus plastik melalui harga segitu kaliber  warung official store tp barang d terima ancur mah tobat
warna tidak sesuai dgn klaim,Anger,warna tidak sesuai dgn klaim
tempo nympe,Anger,tempo nympe
perihal buku krg cantik dan ada halaman tdk bs terbaca tanggapan penjual yg seenak jidatnya,Anger,perihal buku krg cantik dan ada halaman tdk bs terbaca tanggapan penjual yg seenak jidatnya
bangke sampe rumah mati semua non beli disini,Anger,bangke sampe rumah mati semua non beli disini
baunya gak melamun ini siapa yang mereka-reka suruh belajar coba parfum2 yg enak,Anger,baunya gak melamun ini siapa yang mereka-reka suruh belajar coba parfum2 yg enak
ga pelet sebelum dilapis ini hrusnya dilapis dus lah minimal,Anger,ga pelet sebelum dilapis ini hrusnya dilapis dus lah minimal
pas ada ky bau tape basi ga ky yg sebelumnya pesan kynya pernah rusak,Anger,pas ada ky bau tape basi ga ky yg sebelumnya pesan kynya pernah rusak
kalo mau kirim ki memafhumi note nya dongmasa tiga2 nya dikirim ragi samatrus fungsinya risalah buat apa,Anger,kalo mau kirim ki memafhumi note nya dongmasa tiga2 nya dikirim ragi samatrus fungsinya risalah buat apa
mac hancur padahal sudah add bubbel krn dus cuman nempel doank dekat mac jd ketindih2 tertebar,Anger,mac hancur padahal sudah add bubbel krn dus cuman nempel doank dekat mac jd ketindih2 tertebar
mengharuskan rak tudung 4 lantai yg dalam bubble malah celana dalem yg di dalam baca pesannya dong mikir,Anger,mengharuskan rak tudung 4 lantai yg dalam bubble malah celana dalem yg di dalam baca pesannya dong mikir
barang rekondisi lain kali jualan nan bersih bos jangan barang bekas direkondisi,Anger,barang rekondisi lain kali jualan nan bersih bos jangan barang bekas direkondisi
berburai (rahasia) payahlah ga di periksa dulu,Anger,berburai (rahasia) payahlah ga di periksa dulu
seller tdk bertanggung jwb kindlenya aktual dibeli terus remuk pembelian 23 okt 26 okt kindle nya tercabut katanya ad garansi 7 yaum bgtu dalam message whatsapp cuma dalam read ga bertanggung reaksi sekali hati2 ya kalau mau borong disini after sale service nya sgt tak bagus gabisa dipake deh kindle nya sayang banget sedangkan kakanda capek2 nabung smoga dpt karma nya sndri deh,Anger,seller tdk bertanggung jwb kindlenya aktual dibeli terus remuk pembelian 23 okt 26 okt kindle nya tercabut katanya ad garansi 7 yaum bgtu dalam message whatsapp cuma dalam read ga bertanggung reaksi sekali hati2 ya kalau mau borong disini after sale service nya sgt tak bagus gabisa dipake deh kindle nya sayang banget sedangkan kakanda capek2 nabung smoga dpt karma nya sndri deh
jadi noda kuning di jilbab nyapendekkaku,Anger,jadi noda kuning di jilbab nyapendekkaku
payah pesen beda warna tp malah datang satu warna padahal sudah pada perbolehkan keterangan,Anger,payah pesen beda warna tp malah datang satu warna padahal sudah pada perbolehkan keterangan
penjaja gk respon bgt parah,Anger,penjaja gk respon bgt parah
over price dgn kualitas barang yg tidak kokoh dan melorot2 untuk seller ini saya review tulus ya jgn sembarangan bilang gak benar kepentingan saudara sama kualitas gak sesuai yg gak jujur adalah anda singular yg membujuk saya melalui chat merubah review memakai iming2 free gift saya tolak krn itu membohongi nafsi ana  sendiri signifikan gak seluruhnya review itu murni mgkn setengah alai-belai seller untuk merubah review spy terlihat bagus pdhl mgkn kasusnya sama dengan saya patah arang dgn produksi yg over price,Anger,over price dgn kualitas barang yg tidak kokoh dan melorot2 untuk seller ini saya review tulus ya jgn sembarangan bilang gak benar kepentingan saudara sama kualitas gak sesuai yg gak jujur adalah anda singular yg membujuk saya melalui chat merubah review memakai iming2 free gift saya tolak krn itu membohongi nafsi ana  sendiri signifikan gak seluruhnya review itu murni mgkn setengah alai-belai seller untuk merubah review spy terlihat bagus pdhl mgkn kasusnya sama dengan saya patah arang dgn produksi yg over price
gawai dtg tidak cocok yg dikasih tahu admin nya beberapa rice cooker 12liter ternyata barang yg dikirim 1 liter,Anger,gawai dtg tidak cocok yg dikasih tahu admin nya beberapa rice cooker 12liter ternyata barang yg dikirim 1 liter
beta beli item ini lamun pompa elektrik ini tidak bisa di charge sehingga tak bisa di pakai paksa penjual tidak ada respon tidak bisa membantu kita  sangat kecele not recomendded,Anger,beta beli item ini lamun pompa elektrik ini tidak bisa di charge sehingga tak bisa di pakai paksa penjual tidak ada respon tidak bisa membantu kita  sangat kecele not recomendded
barang ada yang cacat beli 2 nan satunya lagi incut,Anger,barang ada yang cacat beli 2 nan satunya lagi incut
barang enggak  sampaikembalikan uang saya,Anger,barang enggak  sampaikembalikan uang saya
borong tapi paketan datang g dikasih penyok dah,Anger,borong tapi paketan datang g dikasih penyok dah
kenapa pesananya ndk sesuai edisi yg di pesan klo suplai kosong ya di ubah,Anger,kenapa pesananya ndk sesuai edisi yg di pesan klo suplai kosong ya di ubah
sellernya gaib jawabnya apa yg dilakuin barang apa ga singkron ribet,Anger,sellernya gaib jawabnya apa yg dilakuin barang apa ga singkron ribet
pengapalan lama,Anger,pengapalan lama
aroma bgt kayak bau sampah,Anger,aroma bgt kayak bau sampah
konsumen ga dianggap attitude merupakan keadaan pokok dan sepertinya tetap dinomorsatukan,Anger,konsumen ga dianggap attitude merupakan keadaan pokok dan sepertinya tetap dinomorsatukan
penyajian sangat buruk no debat,Anger,penyajian sangat buruk no debat
bohong sama sekali tidak makbul,Anger,bohong sama sekali tidak makbul
kawula nanya pulih ga niat komplain jg tp dijawabnya cak kenapa gini bgt sangat ga ramah sombong sekali,Anger,kawula nanya pulih ga niat komplain jg tp dijawabnya cak kenapa gini bgt sangat ga ramah sombong sekali
baso nya asemmm basi menempuh ngga enak banget dehmungkin orang beda jarak yah bab rasa untuk luar daratan pikir2 deh klau mau belanja di jamin basiii,Anger,baso nya asemmm basi menempuh ngga enak banget dehmungkin orang beda jarak yah bab rasa untuk luar daratan pikir2 deh klau mau belanja di jamin basiii
barangnya jelek banget lahir lubang yg posisinya gak presisi malah jd gk bisa dimasukin bautnya eksentrik sedangkan,Anger,barangnya jelek banget lahir lubang yg posisinya gak presisi malah jd gk bisa dimasukin bautnya eksentrik sedangkan
yg dipesan lain yg dikirm berbeda,Anger,yg dipesan lain yg dikirm berbeda
sy suah usaha jd sy tdk mau menjelekan usaha org sya penerimaan klo pertama beli colokan musnah sy anggap kurir tpi transaksi ke2 ini lampu 2dari 3 hanya nyala setengah dengan jalan apa admin jualan tiada cek dulu sebelum pac d kirim bonafide saya patah arang saya beli perlengkapan agak-agak melimpah tapi bukan yg rusak donk sepan terakhir kali belanja di gerai ini,Anger,sy suah usaha jd sy tdk mau menjelekan usaha org sya penerimaan klo pertama beli colokan musnah sy anggap kurir tpi transaksi ke2 ini lampu 2dari 3 hanya nyala setengah dengan jalan apa admin jualan tiada cek dulu sebelum pac d kirim bonafide saya patah arang saya beli perlengkapan agak-agak melimpah tapi bukan yg rusak donk sepan terakhir kali belanja di gerai ini
qc oh qc kanta dalamnya pecah katnya udah cek qc picking asal sementara itu udah nambah buble wrap perbaiki bantuan,Anger,qc oh qc kanta dalamnya pecah katnya udah cek qc picking asal sementara itu udah nambah buble wrap perbaiki bantuan
memutusasakan belanja disini materi tidak sampaiganti2kurir gak jelaspenjual gak koperatif,Anger,memutusasakan belanja disini materi tidak sampaiganti2kurir gak jelaspenjual gak koperatif
buruk sepatu bukan selerang kelebihan ongkir tidak kembali,Anger,buruk sepatu bukan selerang kelebihan ongkir tidak kembali
dapet 1 berlubang pelayanan gak ramah udh tau salah gak ada tegas maaf pesen yg smpe musim ini di kirim malah bsk dgn alesan ngbodohin customer pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir berkepanjangan ngaret klo terbalik ya minta ampun bukan justru boong paket jg dekat mengalihtugaskan berantakan ceroboh masukin jangan sombong mentang2 udh bnyk yg bayar inget tanpa customer kamu enggak siapa2,Anger,dapet 1 berlubang pelayanan gak ramah udh tau salah gak ada tegas maaf pesen yg smpe musim ini di kirim malah bsk dgn alesan ngbodohin customer pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir berkepanjangan ngaret klo terbalik ya minta ampun bukan justru boong paket jg dekat mengalihtugaskan berantakan ceroboh masukin jangan sombong mentang2 udh bnyk yg bayar inget tanpa customer kamu enggak siapa2
packing rombeng kertas sampai pada sobek bungkusnya,Anger,packing rombeng kertas sampai pada sobek bungkusnya
borong 3 dikirim 2 doang balikin duit gw penipu,Anger,borong 3 dikirim 2 doang balikin duit gw penipu
packaging kurang rapih semua kemasan produk bolt sobek sehingga masa unboxing isi makanan simpang-siur,Anger,packaging kurang rapih semua kemasan produk bolt sobek sehingga masa unboxing isi makanan simpang-siur
berat harta di pemerian 45kg padahal berat asli barang mulai kurir saat diterima cuma 1kg jadi ongkir sungguhsungguh mahal dari kenyataan beserta harus mengajukan komplain dll untuk bisa beroleh refund ongkir merepotkan,Anger,berat harta di pemerian 45kg padahal berat asli barang mulai kurir saat diterima cuma 1kg jadi ongkir sungguhsungguh mahal dari kenyataan beserta harus mengajukan komplain dll untuk bisa beroleh refund ongkir merepotkan
pengiriman lama banget dough nya pula jelek banget ga ruai ga seperti biasanya,Anger,pengiriman lama banget dough nya pula jelek banget ga ruai ga seperti biasanya
sepatu yg di kirim tidak bertimbal layak yg saya order warnajenis serta ukuran berbedakomplain ribetpadahal order titipan,Anger,sepatu yg di kirim tidak bertimbal layak yg saya order warnajenis serta ukuran berbedakomplain ribetpadahal order titipan
auhh bgt sma yg d sketsa mentang2 pngguna trendi  dpt grtisan eh dpt nya daster 10rban d loaklucu tokped apa depot nya nih gak kasdu rugigak smpet film sya ksihkan sma eyang syaampunn dah,Anger,auhh bgt sma yg d sketsa mentang2 pngguna trendi  dpt grtisan eh dpt nya daster 10rban d loaklucu tokped apa depot nya nih gak kasdu rugigak smpet film sya ksihkan sma eyang syaampunn dah
sepatu nya lain kulit,Anger,sepatu nya lain kulit
kiriman saya tiada sampai ke alamat saya mau uang saya kembali saya belum menerima titipan saya,Anger,kiriman saya tiada sampai ke alamat saya mau uang saya kembali saya belum menerima titipan saya
pengemasan lama pengiriman periode sekali bangett pelayanan inferior admin burukk barang penyokk,Anger,pengemasan lama pengiriman periode sekali bangett pelayanan inferior admin burukk barang penyokk
chat tidak dibalas transportasi junior diproses ketika masa aktif sdah habis kacaw,Anger,chat tidak dibalas transportasi junior diproses ketika masa aktif sdah habis kacaw
palsu ya g beroperasi bahan berkerut dan sakit kalo dipakai,Anger,palsu ya g beroperasi bahan berkerut dan sakit kalo dipakai
tahi ketam jelek panas tipis,Anger,tahi ketam jelek panas tipis
packing asal kurang lebih sangat mengecewakankotor bocor musiknya jg ga jalanbanyak lecet,Anger,packing asal kurang lebih sangat mengecewakankotor bocor musiknya jg ga jalanbanyak lecet
peranti rusak dikirim,Anger,peranti rusak dikirim
peranti cuma 25 rebu masa perlu di video in bertepatan unboxing sudah menjadi tugas qc utk cek dengan jeli apakah barang yg dikirim sudah lengkap alias belum parahhh,Anger,peranti cuma 25 rebu masa perlu di video in bertepatan unboxing sudah menjadi tugas qc utk cek dengan jeli apakah barang yg dikirim sudah lengkap alias belum parahhh
kacau beli lebih mengenai 1 lusin gak di kardusin,Anger,kacau beli lebih mengenai 1 lusin gak di kardusin
